标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510500,中证500ETF,2014-03-19,3.3254,2014-04-17,3.3554,0.63%,1.0063
SH513500,标普500ETF博时,2014-04-17,0.5165,2014-05-19,0.5225,1.66%,1.023
SZ159920,恒生ETF,2014-05-19,0.9871,2014-06-17,1.0185,3.67%,1.0605
SH510050,上证50ETF,2014-06-17,1.2242,2014-07-15,1.2331,-0.33%,1.057
SZ159928,消费ETF,2014-07-15,0.9420,2014-08-12,1.0190,9.94%,1.162
SZ159915,创业板ETF易方达,2014-08-12,1.3640,2014-09-10,1.4670,6.73%,1.2402
SH510500,中证500ETF,2014-09-10,3.9600,2014-10-15,4.1905,5.53%,1.3088
SH511010,国债ETF,2014-10-15,99.7829,2014-11-12,101.6658,2.29%,1.3388
SH510230,金融ETF,2014-11-12,0.5761,2014-12-10,0.7832,34.28%,1.7978
SZ159929,医药ETF,2014-12-10,1.1930,2015-01-09,1.1720,0.68%,1.81
SH511010,国债ETF,2015-01-09,101.2344,2015-02-06,103.9059,2.43%,1.854
SH513500,标普500ETF博时,2015-02-06,0.5680,2015-03-13,0.5775,2.04%,1.8918
SH510230,金融ETF,2015-03-13,0.8611,2015-04-13,1.0372,18.82%,2.2478
SH510050,上证50ETF,2015-04-13,2.4983,2015-05-12,2.6135,5.93%,2.381
SZ159939,信息技术ETF,2015-05-12,1.7708,2015-06-09,2.0942,21.88%,2.9019
SZ159930,能源ETF,2015-06-09,1.5860,2015-07-08,0.9950,-28.92%,2.0626
SH511010,国债ETF,2015-07-08,105.2392,2015-08-05,105.8297,0.82%,2.0795
SH513500,标普500ETF博时,2015-08-05,0.5855,2015-09-02,0.5645,-2.82%,2.0209
SH510050,上证50ETF,2015-09-02,1.8676,2015-10-09,1.8551,-1.44%,1.9919
SH510900,恒生中国企业ETF易方达,2015-10-09,0.9499,2015-11-06,0.9756,5.12%,2.0938
SH510230,金融ETF,2015-11-06,0.8595,2015-12-04,0.8309,2.77%,2.1518
SZ159901,深证100ETF易方达,2015-12-04,2.1848,2016-01-04,2.0911,3.15%,2.2195
SH511010,国债ETF,2016-01-04,107.8794,2016-02-01,108.1740,-0.04%,2.2187
SZ159920,恒生ETF,2016-02-01,0.9443,2016-03-07,0.9671,2.42%,2.2725
SH510050,上证50ETF,2016-03-07,1.7632,2016-04-05,1.8167,2.03%,2.3186
SZ159939,信息技术ETF,2016-04-05,1.1775,2016-05-04,1.1451,0.05%,2.3198
SZ159928,消费ETF,2016-05-04,1.3260,2016-06-01,1.3230,-0.60%,2.3058
SZ159943,深证成指ETF大成,2016-06-01,0.8945,2016-07-01,0.9223,3.07%,2.3765
SH510900,恒生中国企业ETF易方达,2016-07-01,0.8556,2016-07-29,0.8858,4.18%,2.4758
SH518880,黄金ETF,2016-07-29,2.8590,2016-08-26,2.8410,-1.36%,2.4423
SZ159928,消费ETF,2016-08-26,1.4580,2016-09-27,1.4040,-3.29%,2.3619
SH511010,国债ETF,2016-09-27,111.2447,2016-11-01,111.8161,0.50%,2.3736
SH512880,证券ETF,2016-11-01,1.0700,2016-11-29,1.1390,7.17%,2.5438
SH510050,上证50ETF,2016-11-29,2.0880,2016-12-27,1.9540,-4.53%,2.4286
SZ159941,纳指ETF,2016-12-27,0.3212,2017-01-25,0.3022,-7.41%,2.2485
SH512660,军工ETF,2017-01-25,1.0080,2017-03-01,1.0440,2.68%,2.3088
SH513500,标普500ETF博时,2017-03-01,0.7705,2017-03-29,0.7765,1.25%,2.3376
SH513050,中概互联网ETF易方达,2017-03-29,1.1020,2017-04-28,1.1810,7.01%,2.5016
SH513050,中概互联网ETF易方达,2017-04-28,1.1810,2017-05-31,1.2460,8.17%,2.706
SH512070,证券保险ETF易方达,2017-05-31,1.7600,2017-06-28,1.8400,5.20%,2.8467
